text,predicted_emotion,emotion
im feeling quite positive in what i want to achieve,joy,joy
i have a family i can feel passionate about and completely comfortable with,love,joy
i feel that this is for others to decide hellip i m delighted that fans of my paintings will now be able to see a body of work of which i m very proud,joy,joy
ive never done a detox or cleanse before and i really had no desire to i feel like cleanses cycle around and become popular every couple of years and id pretty much written them off,love,joy
i came to utah freaking out about not knowing what i was doing with my life feeling less worthwhile because of not going on a mission like every other girl and just being stressed by the daily stresses my life has lovingly given me,anger,joy
i am feeling very indecisive and spontaneous,fear,fear
i feel beaten down and i feel void,sadness,sadness
i feel like resolutions are boring and cliche,sadness,sadness
i feel pressured to do well and i fe,fear,fear
im feeling rotten and pretending it just aint so,sadness,sadness
im feeling excited about it,joy,joy
ive been feeling delicate this week,love,love
i feel it is very rude and ingorant,anger,anger
i can begin to see a first step and suddenly life does not feel so despairing,sadness,sadness
i had a feeling that he would be the one eliminated but wasn t completely convinced his cooking skillz were da bomb yes i m whipping out the early s lingo,anger,joy
i feel stupid enough,sadness,sadness
i begin to sense how these characters are feeling the heartbreaks theyre suffering or have suffered already,sadness,sadness
i feel completely rude with not keeping up with some of you over the course of the year but it has been a mightily busy one,anger,anger
i walked to school he felt the bounce in his step the overjoyed feelings of youth and the thrill of excitement of coming to school and meeting his beloved friends,love,love
i am up and ready to read read read today even though im feeling very groggy this morning,sadness,sadness
i just cant help but feel like i must protect this innocent being,joy,joy
i feel his gracious presence even now,love,joy
i was like should i feel sweet or feel offended,anger,love
i cannot even begin to express in words the depth of sorrow that i feel having not posted any of my ludicrous rants over the passed days,sadness,surprise
this monday i took a math bs test and flunked for the second time,love,sadness
i still feel a little weird and uncertain,fear,fear
i wanna feel that gorgeous body a yers underneath me next time i m fuckin ya alex took a deep breath and her eyes seemed to glow while she imagined the scenario in her mind a scene she had pictured many times before,love,joy
i guess its because i feel like if im too passionate about something it will get taken away from me,love,love
im not sure but theres nothing that will get a person feeling amorous faster than a stay in a hotel,fear,love
i feel makes the perfect duo,joy,joy
i feel any better,joy,joy
im lucky enough in life to meet someone who makes me feel safe happy secure and loved i feel theres no reason to wait,joy,joy
